,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,코로나
3306,3335,말리그넌트,제임스 완,워너브러더스 코리아,2021-09-15,장편,미국,489,434889910,41412,"133,310,970","12,748",스릴러,청소년관람불가,일반영화,2021,9,가을,60531087,1
3307,3336,나쁜 이웃들,니콜라스 스톨러,유니버설픽쳐스인터내셔널 코리아,2014-07-03,장편,미국,129,335244700,41301,"121,346,900","14,209",코미디,청소년관람불가,일반영화,2014,7,여름,215068958,0
3308,3337,스니치,릭 로먼 워,마인스 엔터테인먼트,2013-05-09,장편,미국,153,286388500,41242,"77,925,000","10,724",액션,15세관람가,일반영화,2013,5,봄,213351030,0
3309,3338,블레임 : 인류멸망 2011,제제 다카히사,싸이더스,2009-02-26,장편,일본,120,265974349,41209,"78,854,000","11,530",SF,12세관람가,일반영화,2009,2,겨울,155398654,0
3312,3341,여름날 우리,한톈,찬란,2021-08-25,장편,중국,262,371383720,41138,"160,514,590","17,801",코미디,12세관람가,독립/예술영화,2021,8,여름,60531087,1
3313,3342,모리타니안,케빈 맥도널드,디스테이션,2021-03-17,장편,미국,586,367022560,41071,"124,343,450","13,645",스릴러,15세관람가,독립/예술영화,2021,3,봄,60531087,1
3314,3343,극장판 뽀잉: 슈퍼 변신의 비밀,정미화,이수C&E,2018-09-20,장편,한국,294,312710450,41054,"71,542,300","8,740",애니메이션,전체관람가,일반영화,2018,9,가을,216385269,0
3315,3344,배반의 장미,박진영,롯데컬처웍스롯데엔터테인먼트,2018-10-18,장편,한국,457,332232550,41054,"94,558,600","11,183",코미디,15세관람가,일반영화,2018,10,가을,216385269,0
3316,3345,레이디버그,장성,삼지애니메이션,2017-02-22,장편,한국,172,310291500,41041,"83,810,500","10,575",애니메이션,전체관람가,일반영화,2017,2,겨울,219876227,0
3317,3346,잔예 - 살아서는 안되는 방,나카무라 요시히로,넥스트엔터테인먼트월드,2016-07-07,장편,일본,287,336004700,41023,"81,965,200","9,582",공포(호러),15세관람가,독립/예술영화,2016,7,여름,217026182,0
3318,3347,레플리카,제프리 나흐마노프,제이앤씨미디어그룹,2019-09-25,장편,미국,360,324884230,40985,"146,853,170","17,982",범죄,15세관람가,일반영화,2019,9,가을,226678777,0
3319,3348,도화선,엽위신,스튜디오이쩜영,2008-06-12,장편,기타,135,223255000,40978,"72,177,000","16,684",액션,청소년관람불가,일반영화,2008,6,여름,147428639,0
3320,3349,더 포리너,마틴 캠벨,더블앤조이픽쳐스,2018-02-07,장편,영국,156,328887800,40882,"104,663,500","12,820",액션,15세관람가,일반영화,2018,2,겨울,216385269,0
3321,3350,와인 미라클,랜덜 밀러,롯데엔터테인먼트,2008-11-13,장편,미국,109,238486628,40842,"131,494,000","22,622",코미디,15세관람가,일반영화,2008,11,가을,147428639,0
3322,3351,하트 브레이커,파스칼 쇼메유,씨너스엔터테인먼트,2012-04-19,장편,프랑스,176,296750000,40793,"116,697,500","14,953",코미디,15세관람가,독립/예술영화,2012,4,봄,194890587,0
3323,3352,세인트 클라우드,버 스티어스,유니버설픽쳐스인터내셔널 코리아,2011-01-13,장편,미국,179,304965000,40766,"126,983,500","16,310",멜로/로맨스,12세관람가,일반영화,2011,1,겨울,159724465,0
3324,3353,예감은 틀리지 않는다,리테쉬 바트라,CGV아트하우스,2017-08-10,장편,영국,85,317605400,40750,"196,447,100","24,261",드라마,15세관람가,독립/예술영화,2017,8,여름,219876227,0
3325,3354,나의 촛불,김의성,트윈플러스파트너스,2022-02-10,장편,한국,294,392045950,40744,"156,784,050","16,115",다큐멘터리,전체관람가,독립/예술영화,2022,2,겨울,112805094,1
3326,3355,"어쩌다 공주, 닭냥이 왕자를 부탁해!",줄리앙 프루네,팝엔터테인먼트,2022-09-08,장편,프랑스,306,383825280,40741,"85,869,217","9,218",애니메이션,전체관람가,독립/예술영화,2022,9,가을,112805094,1
3327,3356,나이트메어 앨리,기예르모 델 토로,월트디즈니스튜디오스코리아,2022-02-23,장편,미국,461,401511820,40679,"215,415,440","21,096",범죄,15세관람가,일반영화,2022,2,겨울,112805094,1
3328,3357,번 애프터 리딩,에단 코엔,성원아이컴,2009-03-26,장편,미국,52,282855905,40604,"177,681,500","24,755",코미디,청소년관람불가,일반영화,2009,3,봄,155398654,0
3329,3358,데모닉,윌 캐논,와우픽쳐스,2015-06-25,장편,미국,146,308839100,40519,"97,264,200","12,197",공포(호러),15세관람가,독립/예술영화,2015,6,여름,217299523,0
3330,3359,마오의 라스트 댄서,브루스 베레스포드,에스비에스콘텐츠허브,2011-04-28,장편,기타,171,284739000,40519,"144,341,000","20,208",드라마,전체관람가,독립/예술영화,2011,4,봄,159724465,0
3331,3360,모탈 컴뱃,기타,워너브러더스 코리아,2021-04-08,장편,미국,702,417212150,40461,"125,295,650","11,230",액션,청소년관람불가,일반영화,2021,4,봄,60531087,1
3333,3362,유고와 라라: 하늘고래와 구름섬 대모험,왕운비,와이드 릴리즈,2015-04-09,장편,중국,222,291706400,40374,"44,318,800","5,832",애니메이션,전체관람가,독립/예술영화,2015,4,봄,217299523,0
3334,3363,코블러,토마스 맥카시,씨네그루다우기술,2015-04-08,장편,미국,250,309895732,40366,"119,286,032","15,131",판타지,15세관람가,독립/예술영화,2015,4,봄,217299523,0
3335,3364,이모티: 더 무비,토니 레온디스,소니픽쳐스엔터테인먼트코리아극장배급지점,2017-08-02,장편,미국,134,288871700,40221,"94,316,600","12,576",애니메이션,전체관람가,일반영화,2017,8,여름,219876227,0
3336,3365,"웰컴, 삼바",에릭 토레다노,이수C&E,2015-02-18,장편,프랑스,252,324426800,40214,"161,085,800","19,338",코미디,15세관람가,독립/예술영화,2015,2,겨울,217299523,0
3337,3366,G-포스: 기니피그 특공대,호이트 예이트만,한국소니픽쳐스릴리징브에나비스타영화,2010-04-22,장편,미국,80,412084900,40161,"124,918,000","11,835",가족,전체관람가,일반영화,2010,4,봄,147759214,0
3338,3367,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,카와노 아야코,애니플러스,2021-12-09,장편,일본,110,426317000,40128,"132,839,000","12,308",애니메이션,12세관람가,일반영화,2021,12,겨울,60531087,1
3339,3368,아델라인 : 멈춰진 시간,리 톨랜드 크리거,쇼박스,2015-10-15,장편,미국,239,310087419,40096,"133,252,619","16,730",판타지,12세관람가,일반영화,2015,10,가을,217299523,0
3341,3370,토마스와 친구들 - 극장판,스티브 애스퀴스,코카반,2009-04-09,장편,영국,67,235596482,40058,"82,598,500","14,013",애니메이션,전체관람가,일반영화,2009,4,봄,155398654,0
3342,3371,주전장,미키 데자키,시네마달,2019-07-25,장편,미국,56,309776090,40026,"189,778,190","22,655",다큐멘터리,전체관람가,독립/예술영화,2019,7,여름,226678777,0
3346,3375,세이프 헤이븐,라세 할스트롬,팝엔터테인먼트,2013-11-06,장편,미국,133,281331000,39731,"126,212,500","16,937",멜로/로맨스,15세관람가,독립/예술영화,2013,11,가을,213351030,0
3349,3378,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,손석,골든타이드픽처스,2012-10-18,장편,한국,84,412379000,39577,"150,487,000","13,834",공연,전체관람가,일반영화,2012,10,가을,194890587,0
3351,3380,리스타트,조 카나한,넥스트엔터테인먼트월드,2021-03-11,장편,미국,529,353392620,39472,"91,018,710","10,080",액션,15세관람가,일반영화,2021,3,봄,60531087,1
3352,3381,신데렐라 2: 마법에 걸린 왕자,앨리스 블레하트,박수엔터테인먼트,2021-12-22,장편,미국,355,344459120,39401,"61,392,630","7,126",애니메이션,전체관람가,일반영화,2021,12,겨울,60531087,1
3353,3382,스트리트 댄스 2: 라틴배틀,다니아 파스퀴니,판씨네마,2012-07-12,장편,영국,133,281712000,39394,"108,192,500","14,250",드라마,12세관람가,일반영화,2012,7,여름,194890587,0
3355,3384,그레이브 인카운터,더 비셔우스 브라더스,팝엔터테인먼트,2012-08-01,장편,기타,63,277970000,39266,"89,133,500","11,900",공포(호러),15세관람가,일반영화,2012,8,여름,194890587,0
3356,3385,프란치스코 교황 : 맨 오브 히스 워드,빔 벤더스,영화사 백두대간,2019-11-21,장편,기타,54,286887260,39247,"59,812,980","7,462",다큐멘터리,전체관람가,독립/예술영화,2019,11,가을,226678777,0
3357,3386,아이즈 온 미 : 더 무비,박재석,씨제이포디플렉스 ,2020-06-10,장편,한국,124,506274000,39228,"202,248,500","15,630",공연,전체관람가,일반영화,2020,6,여름,59523967,1
3358,3387,꽃다발 같은 사랑을 했다,도이 노부히로,리틀빅픽쳐스,2021-07-14,장편,일본,198,371142810,39108,"197,457,340","20,858",멜로/로맨스,12세관람가,독립/예술영화,2021,7,여름,60531087,1
3360,3389,애프터 양,코고나다,영화특별시에스엠씨,2022-06-01,장편,미국,161,376714390,38968,"265,748,400","27,132",드라마,전체관람가,독립/예술영화,2022,6,여름,112805094,1
3362,3391,탑 블레이드 더 무비,야스미 테츠오,롯데엔터테인먼트,2009-01-15,장편,일본,117,231309430,38862,"68,710,000","11,048",애니메이션,전체관람가,일반영화,2009,1,겨울,155398654,0
3363,3392,메기,이옥섭,엣나인필름,2019-09-26,장편,한국,155,328164828,38853,"224,012,708","25,033",미스터리,15세관람가,독립/예술영화,2019,9,가을,226678777,0
3364,3393,"고흐, 영원의 문에서",줄리언 슈나벨,팝엔터테인먼트,2019-12-26,장편,미국,68,316162730,38816,"194,833,310","22,416",드라마,12세관람가,독립/예술영화,2019,12,겨울,226678777,0
3365,3394,아이리시맨,마틴 스코세이지,판씨네마,2019-11-20,장편,미국,68,321184080,38739,"234,789,880","27,377",범죄,청소년관람불가,독립/예술영화,2019,11,가을,226678777,0
3366,3395,동급생,나카무라 쇼코,박수엔터테인먼트,2016-05-19,장편,일본,100,280704500,38706,"125,103,000","17,010",애니메이션,15세관람가,독립/예술영화,2016,5,봄,217026182,0
3370,3399,끝과 시작,민규동,롯데엔터테인먼트,2013-04-04,장편,한국,185,272411000,38432,"99,712,000","13,958",멜로/로맨스,청소년관람불가,독립/예술영화,2013,4,봄,213351030,0
3372,3401,나의 그리스식 웨딩 2,커크 존스,이수C&E,2016-03-30,장편,미국,327,288215300,38305,"119,864,600","15,488",코미디,15세관람가,일반영화,2016,3,봄,217026182,0
3373,3402,몬스터 파크,안드레스 코투리어,박수엔터테인먼트,2019-01-23,장편,영국,344,275767940,38262,"45,619,200","5,733",애니메이션,전체관람가,독립/예술영화,2019,1,겨울,226678777,0
3375,3404,정글번치: 너구리 해적단과 보물지도,에즈라 와이즈,팝엔터테인먼트,2015-06-25,장편,프랑스,247,272076100,38219,"54,021,900","7,115",애니메이션,전체관람가,독립/예술영화,2015,6,여름,217299523,0
3376,3405,트릭,이창열,스톰픽쳐스코리아,2016-07-13,장편,한국,390,297315300,38155,"81,827,800","10,355",스릴러,15세관람가,일반영화,2016,7,여름,217026182,0
3377,3406,신은 죽지 않았다,해롤드 크론크, 마운틴픽쳐스,2015-04-16,장편,미국,137,281738000,38149,"132,123,600","17,134",드라마,12세관람가,독립/예술영화,2015,4,봄,217299523,0
3380,3409,다만 악에서 구하소서 파이널컷,홍원찬,씨제이이엔엠,2020-10-28,장편,한국,475,326106570,37961,"105,237,250","12,255",액션,청소년관람불가,일반영화,2020,10,가을,59523967,1
3382,3411,흑집사 -북 오브 더 아틀란틱-,아베 노리유키,박수엔터테인먼트,2017-04-13,장편,일본,94,285103000,37954,"109,963,000","14,294",애니메이션,15세관람가,일반영화,2017,4,봄,219876227,0
3383,3412,4등,정지우,프레인글로벌,2016-04-13,장편,한국,213,282006700,37943,"135,412,300","17,625",드라마,15세관람가,독립/예술영화,2016,4,봄,217026182,0
3384,3413,쟈니 잉글리쉬2 : 네버다이,올리버 파커,유니버설픽쳐스인터내셔널 코리아,2011-11-02,장편,미국,139,269751500,37823,"84,343,000","11,160",코미디,전체관람가,일반영화,2011,11,가을,159724465,0
3385,3414,이별의 아침에 약속의 꽃을 장식하자,오카다 마리,미디어캐슬,2018-07-19,장편,일본,121,321863500,37764,"108,319,700","12,465",애니메이션,12세관람가,독립/예술영화,2018,7,여름,216385269,0
3386,3415,타이밍,민경조,스톰픽쳐스코리아,2015-12-10,장편,한국,196,284085200,37711,"100,876,200","12,633",애니메이션,15세관람가,독립/예술영화,2015,12,겨울,217299523,0
3388,3417,아이,김현탁,롯데컬처웍스롯데엔터테인먼트,2021-02-10,장편,한국,504,297568920,37637,"86,982,010","13,897",드라마,15세관람가,일반영화,2021,2,겨울,60531087,1
3389,3418,슈퍼노바 지구 탈출기,캘런 브런커,영화사 빅,2014-02-13,장편,미국,230,245845000,37547,"76,691,000","10,810",애니메이션,전체관람가,일반영화,2014,2,겨울,215068958,0
3390,3419,다시 태어나도 우리,문창용,엣나인필름,2017-09-27,장편,한국,118,291521943,37449,"199,073,143","24,398",다큐멘터리,전체관람가,독립/예술영화,2017,9,가을,219876227,0
3391,3420,정글번치: 최강 악당의 등장,다비드 알로,팝엔터테인먼트,2018-04-19,장편,프랑스,331,292593700,37343,"56,514,500","6,729",애니메이션,전체관람가,독립/예술영화,2018,4,봄,216385269,0
3392,3421,하이큐!! 승자와 패자,미츠나카 스스무,이수C&E,2016-12-28,장편,일본,103,264399000,37329,"85,233,000","11,281",애니메이션,12세관람가,일반영화,2016,12,겨울,217026182,0
3393,3422,다키스트 아워,조 라이트,유니버설픽쳐스인터내셔널 코리아,2018-01-17,장편,영국,233,282157800,37300,"203,748,900","26,613",드라마,12세관람가,독립/예술영화,2018,1,겨울,216385269,0
3395,3424,툴리,제이슨 라이트맨,리틀빅픽쳐스,2018-11-22,장편,기타,161,302483000,37241,"152,202,000","18,324",드라마,15세관람가,일반영화,2018,11,가을,216385269,0
3396,3425,레미니센스,리사 조이,워너브러더스 코리아,2021-08-25,장편,미국,548,343858500,37227,"129,766,120","13,112",SF,12세관람가,일반영화,2021,8,여름,60531087,1
3397,3426,추억의 마니,요네바야시 히로마사,이수C&E,2015-03-19,장편,일본,242,284458700,37182,"128,028,100","15,878",애니메이션,전체관람가,독립/예술영화,2015,3,봄,217299523,0
3398,3427,사이드 이펙트,스티븐 소더버그,롯데엔터테인먼트,2013-07-11,장편,미국,172,258658000,37134,"107,991,000","15,206",스릴러,청소년관람불가,일반영화,2013,7,여름,213351030,0
3399,3428,폭풍우 치는 밤에: 비밀 친구,아미노 테츠로,마인스 엔터테인먼트,2013-05-01,장편,일본,231,241928500,37112,"53,368,500","7,751",애니메이션,전체관람가,일반영화,2013,5,봄,213351030,0
3402,3431,야구소녀,최윤태,싸이더스,2020-06-18,장편,한국,264,316405720,36986,"177,574,260","19,840",드라마,12세관람가,독립/예술영화,2020,6,여름,59523967,1
3403,3432,애프터: 그 후,로저 컴블,판씨네마,2020-10-07,장편,미국,420,304956040,36962,"102,372,690","12,502",멜로/로맨스,15세관람가,일반영화,2020,10,가을,59523967,1
3405,3434,에코 플래닛 3D : 지구 구출 특급 대작전,콤핀 켐군니르드,인벤트스톤,2013-10-09,장편,기타,183,231294000,36811,"55,041,000","8,456",애니메이션,전체관람가,독립/예술영화,2013,10,가을,213351030,0
