영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
어바웃 타임,리차드 커티스,유니버설픽쳐스인터내셔널 코리아,2013-12-05,장편,영국,568,24867023000,3375735,"10,488,833,000","1,368,822",멜로/로맨스,15세관람가,일반영화
악인전,이원태,키위미디어그룹,2019-05-15,장편,한국,1307,29128292150,3364079,"6,407,047,240","722,563",범죄,청소년관람불가,일반영화
올빼미,안태진,넥스트엔터테인먼트월드,2022-11-23,장편,한국,1541,32848464324,3327413,"8,942,063,323","885,001",스릴러,15세관람가,일반영화
슈퍼배드 3,카일 발다,유니버설픽쳐스인터내셔널 코리아,2017-07-26,장편,미국,1057,24216987019,3324861,"5,558,252,919","723,552",애니메이션,전체관람가,일반영화
데드풀,팀 밀러,월트디즈니스튜디오스코리아,2016-02-17,장편,미국,1036,27595618651,3317196,"9,150,924,002","1,062,535",액션,청소년관람불가,일반영화
시동,최정열,넥스트엔터테인먼트월드,2019-12-18,장편,한국,1515,28098934360,3317038,"6,069,057,020","694,921",드라마,15세관람가,일반영화
아이 캔 스피크,김현석,롯데엔터테인먼트,2017-09-21,장편,한국,1140,25532214986,3280243,"6,409,220,686","796,658",코미디,12세관람가,일반영화
스타워즈: 깨어난 포스,J.J. 에이브럼스,월트디즈니스튜디오스코리아,2015-12-17,장편,미국,940,28353796331,3273879,"9,631,617,574","1,047,074",액션,12세관람가,일반영화
영웅,윤제균,씨제이이엔엠,2022-12-21,장편,한국,1314,32092923912,3248975,"7,328,683,758","728,215",드라마,12세관람가,일반영화
분노의 질주: 더 세븐,제임스 완,유니버설픽쳐스인터내셔널 코리아,2015-04-01,장편,미국,983,26449334694,3247558,"7,328,474,894","864,171",액션,15세관람가,일반영화
터미네이터 제니시스,앨런 테일러,롯데엔터테인먼트,2015-07-02,장편,미국,1113,26546725129,3239371,"7,364,611,329","852,065",액션,15세관람가,일반영화
그래비티,알폰소 쿠아론,,2013-10-17,장편,미국,636,31484135600,3227452,"14,128,973,600","1,311,034",SF,12세관람가,일반영화
마녀,박훈정,워너브러더스 코리아,2018-06-27,장편,한국,1117,27242029463,3189091,"6,459,959,863","732,154",미스터리,15세관람가,일반영화
탐정: 리턴즈,이언희,씨제이이엔엠,2018-06-13,장편,한국,1041,26865721678,3148038,"5,989,673,378","680,077",코미디,15세관람가,일반영화
캐리비안의 해적: 낯선 조류,롭 마샬,한국소니픽쳐스릴리징브에나비스타영화,2011-05-19,장편,미국,960,27279967500,3130046,"8,991,119,500","977,452",액션,12세관람가,일반영화
퀵,조범구,씨제이이엔엠,2011-07-20,장편,한국,512,22960890000,3125069,"5,353,417,500","692,405",코미디,15세관람가,일반영화
감기,김성수,아이러브시네마,2013-08-14,장편,한국,806,21784202000,3119023,"4,692,878,000","638,882",드라마,15세관람가,일반영화
나우 유 씨 미 2,존 추,롯데엔터테인먼트,2016-07-13,장편,미국,1200,25116690113,3100113,"7,162,588,413","850,601",범죄,12세관람가,일반영화
하모니,강대규,(주)씨제이이엔엠,2010-01-28,장편,한국,405,21992266198,3068544,"5,451,128,000","718,993",드라마,12세관람가,일반영화
거북이 달린다,이연우,쇼박스,2009-06-11,장편,한국,379,20857347292,3059812,"6,785,771,000","942,277",드라마,15세관람가,일반영화
캐리비안의 해적: 죽은 자는 말이 없다,에스펜 샌버그,월트디즈니스튜디오스코리아,2017-05-24,장편,미국,1357,24975495122,3049894,"7,206,844,722","839,897",액션,12세관람가,일반영화
이터널스,클로이 자오,월트디즈니스튜디오스코리아,2021-11-03,장편,미국,2648,31721584450,3049688,"8,398,642,580","770,301",액션,12세관람가,일반영화
스물,이병헌,넥스트엔터테인먼트월드,2015-03-25,장편,한국,926,23558988686,3044134,"5,990,587,486","740,243",코미디,15세관람가,일반영화
토르: 다크 월드,앨런 테일러,월트디즈니스튜디오스코리아,2013-10-30,장편,미국,733,22525808500,3039889,"6,890,911,500","885,699",액션,12세관람가,일반영화
방자전,김대우,(주)씨제이이엔엠,2010-06-02,장편,한국,512,22853629794,3035116,"7,700,850,000","975,688",사극,청소년관람불가,일반영화
인크레더블 2,브래드 버드,월트디즈니스튜디오스코리아,2018-07-18,장편,미국,1605,24554683588,3033052,"7,611,573,288","880,527",애니메이션,전체관람가,일반영화
마더,봉준호,(주)씨제이이엔엠,2009-05-28,장편,한국,648,20195373838,3013523,"7,430,891,000","1,060,010",드라마,청소년관람불가,일반영화
레드: 더 레전드,딘 패리소트,롯데엔터테인먼트,2013-07-18,장편,미국,739,21511358970,3004647,"6,308,770,970","841,287",액션,15세관람가,일반영화
해리 포터와 혼혈 왕자,데이빗 예이츠,워너브러더스 코리아,2009-07-15,장편,미국,751,20580402431,3002669,"6,666,092,500","907,125",어드벤처,전체관람가,일반영화
오싹한 연애,황인호,씨제이이엔엠,2011-12-01,장편,한국,469,21965313000,3001530,"6,146,203,500","797,727",공포(호러),12세관람가,일반영화
드래곤 길들이기 2,딘 데블로이스,씨제이이엔엠,2014-07-23,장편,미국,829,23979935189,3000056,"6,564,340,689","751,931",애니메이션,전체관람가,일반영화
형,권수경,씨제이이엔엠,2016-11-23,장편,한국,993,23129111893,2982022,"5,484,309,343","675,698",코미디,12세관람가,일반영화
친구 2,곽경택,롯데엔터테인먼트,2013-11-14,장편,한국,968,21804687513,2971475,"5,171,825,013","675,887",액션,청소년관람불가,일반영화
26년,조근현,,2012-11-29,장편,한국,604,21241327145,2963449,"6,121,058,611","817,210",액션,15세관람가,일반영화
블랙 위도우,케이트 쇼트랜드,월트디즈니스튜디오스코리아,2021-07-07,장편,미국,2528,29987732620,2961507,"7,871,682,460","751,987",액션,12세관람가,일반영화
서치,아니쉬 차간티,소니픽쳐스엔터테인먼트코리아극장배급지점,2018-08-29,장편,미국,816,25283364845,2949944,"8,341,418,045","945,989",드라마,12세관람가,일반영화
고지전,장훈,쇼박스,2011-07-20,장편,한국,585,21968557600,2945137,"6,379,632,100","817,904",드라마,15세관람가,일반영화
엑스맨: 아포칼립스,브라이언 싱어,이십세기폭스코리아,2016-05-25,장편,미국,1262,24467887950,2938818,"7,495,864,450","847,621",액션,12세관람가,일반영화
프리즌,나현,쇼박스,2017-03-23,장편,한국,1047,23790276987,2931897,"5,681,060,637","679,455",범죄,청소년관람불가,일반영화
솔트,필립 노이스,한국소니픽쳐스릴리징브에나비스타영화,2010-07-29,장편,미국,556,21719123025,2921331,"6,529,156,500","837,532",스릴러,15세관람가,일반영화
가장 보통의 연애,김한결,넥스트엔터테인먼트월드,2019-10-02,장편,한국,1073,24822316930,2917213,"6,614,922,790","753,953",멜로/로맨스,15세관람가,일반영화
헬로우 고스트,김영탁,넥스트엔터테인먼트월드,2010-12-22,장편,한국,472,21154651779,2897477,"6,343,048,000","823,854",코미디,12세관람가,일반영화
원티드,티무르 베크맘베토브,유니버설픽쳐스인터내셔널 코리아,2008-06-26,장편,미국,446,19258777000,2867594,"7,021,231,500","994,356",스릴러,청소년관람불가,일반영화
극비수사,곽경택,쇼박스,2015-06-18,장편,한국,894,22389535897,2860786,"5,828,885,297","717,981",드라마,15세관람가,일반영화
표적,창,씨제이이엔엠,2014-04-30,장편,한국,665,22256359300,2841788,"5,348,606,900","652,750",액션,15세관람가,일반영화
앤트맨,페이튼 리드,월트디즈니스튜디오스코리아,2015-09-03,장편,미국,949,23502249937,2839921,"7,332,839,937","840,337",액션,12세관람가,일반영화
쥬라기 월드: 도미니언,콜린 트레보로우,유니버설픽쳐스인터내셔널 코리아,2022-06-01,장편,미국,2218,29226463310,2836786,"6,938,382,730","639,474",액션,12세관람가,일반영화
호빗: 다섯 군대 전투,피터 잭슨,워너브러더스 코리아,2014-12-17,장편,미국,926,24268487685,2836774,"7,327,248,685","809,402",어드벤처,12세관람가,일반영화
너의 결혼식,이석근,플러스엠 엔터테인먼트,2018-08-22,장편,한국,962,23670604369,2820029,"5,852,853,319","666,845",멜로/로맨스,12세관람가,일반영화
호빗: 뜻밖의 여정,피터 잭슨,워너브러더스 코리아,2012-12-13,장편,미국,1028,23436820716,2818993,"8,241,919,216","910,976",어드벤처,12세관람가,일반영화
말모이,엄유나,롯데컬처웍스롯데엔터테인먼트,2019-01-09,장편,한국,1203,23682638520,2812444,"5,900,912,990","681,266",드라마,12세관람가,일반영화
메이즈 러너,웨스 볼,이십세기폭스코리아,2014-09-18,장편,미국,648,21489367677,2812427,"6,423,264,777","805,570",액션,12세관람가,일반영화
해리 포터와 죽음의 성물1,데이빗 예이츠,워너브러더스 코리아,2010-12-15,장편,미국,718,19906900266,2809053,"6,430,256,500","866,701",미스터리,전체관람가,일반영화
마녀(魔女) Part2. The Other One,박훈정,넥스트엔터테인먼트월드,2022-06-15,장편,한국,1796,28920265670,2806254,"6,020,427,150","570,910",액션,15세관람가,일반영화
빅 히어로,돈 홀,월트디즈니스튜디오스코리아,2015-01-21,장편,미국,825,21993119765,2801949,"6,512,949,165","772,249",애니메이션,전체관람가,일반영화
덩케르크,크리스토퍼 놀란,워너브러더스 코리아,2017-07-20,장편,미국,1252,24576771848,2792705,"9,451,418,198","989,011",액션,12세관람가,일반영화
혹성탈출: 진화의 시작,루퍼트 와이어트,이십세기폭스코리아,2011-08-17,장편,미국,514,20629757000,2773794,"6,637,598,000","849,251",액션,12세관람가,일반영화
부당거래,류승완,(주)씨제이이엔엠,2010-10-28,장편,한국,502,21326977937,2766436,"7,587,039,000","944,655",범죄,청소년관람불가,일반영화
메이즈 러너: 스코치 트라이얼,웨스 볼,이십세기폭스코리아,2015-09-16,장편,미국,804,21596946349,2744413,"5,743,724,849","697,898",액션,12세관람가,일반영화
가디언즈 오브 갤럭시 VOL. 2,제임스 건,월트디즈니스튜디오스코리아,2017-05-03,장편,미국,1218,23452674686,2735719,"7,669,006,186","854,131",액션,12세관람가,일반영화
시라노; 연애조작단,김현석,롯데엔터테인먼트,2010-09-16,장편,한국,402,20171151599,2731828,"7,068,438,000","910,652",멜로/로맨스,12세관람가,일반영화
핸콕,피터 버그,한국소니픽쳐스릴리징브에나비스타영화,2008-07-02,장편,미국,602,17854932333,2723518,"5,977,901,000","860,691",액션,12세관람가,일반영화
내가 살인범이다,정병길,쇼박스,2012-11-08,장편,한국,547,20338948000,2721903,"6,313,599,000","809,580",액션,청소년관람불가,일반영화
나우 유 씨 미 : 마술사기단,루이스 리테리어,롯데엔터테인먼트,2013-08-22,장편,미국,691,19146691869,2718227,"6,322,143,282","855,244",범죄,12세관람가,일반영화
미스 페레그린과 이상한 아이들의 집,팀 버튼,이십세기폭스코리아,2016-09-28,장편,미국,904,21841214586,2718158,"6,220,296,286","737,280",미스터리,12세관람가,일반영화
토르: 러브 앤 썬더,타이카 와이티티,월트디즈니스튜디오스코리아,2022-07-06,장편,미국,2143,29494473721,2715682,"8,443,171,772","729,804",액션,12세관람가,일반영화
적벽대전 2 : 최후의 결전,오우삼,쇼박스,2009-01-22,장편,중국,426,17910684413,2713031,"5,181,840,500","743,318",액션,15세관람가,일반영화
지.아이.조 : 전쟁의 서막,스티븐 소머즈,(주)씨제이이엔엠,2009-08-06,장편,미국,446,19889126096,2706748,"5,995,248,000","774,359",액션,15세관람가,일반영화
타이탄,루이스 리테리어,워너브러더스 코리아,2010-04-01,장편,미국,694,22143097429,2685508,"6,821,236,500","798,779",액션,12세관람가,일반영화
곤지암,정범식,쇼박스,2018-03-28,장편,한국,1124,21442114144,2675559,"4,978,152,594","596,536",공포(호러),15세관람가,일반영화
소원,이준익,롯데엔터테인먼트,2013-10-02,장편,한국,641,18251983100,2663170,"3,769,048,600","518,005",드라마,12세관람가,일반영화
살인자의 기억법,원신연,쇼박스,2017-09-06,장편,한국,1064,21361479492,2656694,"5,389,419,142","643,595",범죄,15세관람가,일반영화
브레이킹 던 part2,빌 콘돈,넥스트엔터테인먼트월드,2012-11-15,장편,미국,665,18909583065,2654817,"5,571,602,065","745,970",드라마,15세관람가,일반영화
탐정 : 더 비기닝,김정훈,씨제이이엔엠,2015-09-24,장편,한국,764,20463956973,2625686,"4,092,941,173","504,961",코미디,15세관람가,일반영화
미니언즈,카일 발다,유니버설픽쳐스인터내셔널 코리아,2015-07-29,장편,미국,792,18997911278,2625572,"4,787,634,178","630,536",애니메이션,전체관람가,일반영화
후궁 : 제왕의 첩,김대승,롯데엔터테인먼트,2012-06-06,장편,한국,624,19250354500,2621436,"5,525,028,500","716,851",사극,청소년관람불가,일반영화
트랜스포머: 최후의 기사,마이클 베이,롯데엔터테인먼트,2017-06-21,장편,미국,1739,21501959228,2614601,"5,273,073,728","609,345",액션,12세관람가,일반영화
제이슨 본,폴 그린그래스,유니버설픽쳐스인터내셔널 코리아,2016-07-27,장편,미국,827,21253434663,2611966,"6,707,397,843","797,790",액션,15세관람가,일반영화
드래곤 길들이기,딘 데블로이스,유니버설픽쳐스인터내셔널 코리아,2010-05-20,장편,미국,562,27471926367,2603857,"9,508,353,500","846,400",애니메이션,전체관람가,일반영화
지금 만나러 갑니다,이장훈,롯데엔터테인먼트,2018-03-14,장편,한국,1163,20800916128,2602273,"5,390,273,428","652,981",멜로/로맨스,12세관람가,일반영화
도리를 찾아서,앤드류 스탠튼,월트디즈니스튜디오스코리아,2016-07-06,장편,미국,1091,20703899933,2601734,"6,199,961,913","724,706",애니메이션,전체관람가,일반영화
위험한 상견례,김진영,롯데엔터테인먼트,2011-03-31,장편,한국,524,19174920500,2595625,"5,930,105,000","765,417",코미디,12세관람가,일반영화
아수라,김성수,씨제이이엔엠,2016-09-28,장편,한국,1278,20576226662,2594028,"5,577,412,282","676,676",범죄,청소년관람불가,일반영화
굿모닝 프레지던트,장진,(주)씨제이이엔엠,2009-10-22,장편,한국,586,18770889320,2583294,"6,239,306,300","815,403",코미디,전체관람가,일반영화
보안관,김형주,롯데엔터테인먼트,2017-05-03,장편,한국,1091,20697532509,2571491,"4,093,422,209","491,530",범죄,15세관람가,일반영화
기술자들,김홍선,롯데엔터테인먼트,2014-12-24,장편,한국,641,19894297783,2564340,"4,534,671,083","564,420",범죄,15세관람가,일반영화
퍼시픽 림,길예르모 델 토로,워너브러더스 코리아,2013-07-11,장편,미국,1005,20477392512,2539114,"6,769,401,012","776,183",액션,12세관람가,일반영화
엑스맨: 퍼스트 클래스,매튜 본,이십세기폭스코리아,2011-06-02,장편,미국,587,19063768000,2532306,"6,847,701,000","870,595",액션,12세관람가,일반영화
정글북,존 파브로,월트디즈니스튜디오스코리아,2016-06-09,장편,미국,924,21457807134,2532051,"6,360,280,354","702,113",어드벤처,12세관람가,일반영화
