순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국 매출액,전국 관객수,장르,등급,영화구분
1549,위자: 저주의 시작,마이크 플래너건,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-11-09,개봉영화,장편,미국,467,"2,637,517,406","331,877",공포(호러),12세이상관람가,일반영화
1550,무서운 이야기,"정범식,임대웅,홍지영,김곡,김선,민규동","(주)수필름,데이지엔터테인먼트",,롯데엔터테인먼트,2012-07-25,개봉영화,옴니버스,한국,274,"2,452,368,566","331,760",공포(호러),청소년관람불가,일반영화
1551,애프터 선셋,브렛 래트너,,㈜코리아스크린,롯데엔터테인먼트,2005-08-25,개봉영화,장편,미국,0,0,"331,595",코미디,15세관람가,일반영화
1552,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,타카하시 시게하루,,(주)씨제이이엔엠,CJ ENM,2016-07-20,개봉영화,장편,일본,403,"2,466,913,080","330,665",애니메이션,전체관람가,일반영화
1553,가필드,피터 휴잇,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2004-08-19,개봉영화,장편,미국,0,0,"330,380",코미디,전체관람가,일반영화
1554,킬러스,로버트 루게틱,"카탈스트 필름,라이온스 게이트 필름즈",(주)넥스트엔터테인먼트월드(NEW),넥스트엔터테인먼트월드(NEW),2010-09-02,개봉영화,장편,미국,280,"2,428,979,292","329,086",액션,15세이상관람가,일반영화
1555,선 오브 갓,크리스토퍼 스펜서,,(주)수키픽쳐스,프레인글로벌,2014-04-10,개봉영화,장편,미국,419,"2,392,109,800","329,029",드라마,12세이상관람가,일반영화
1556,프로포즈,앤 플레쳐,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-09-03,개봉영화,장편,미국,174,"2,481,694,139","328,767",멜로/로맨스,15세이상관람가,일반영화
1557,칠검,서극,"중국전영합작제편공사,(주)에스씨에스엔터테인먼트",(주)타이거픽쳐스,튜브엔터테인먼트,2005-09-29,개봉영화,장편,홍콩,0,0,"328,637",액션,15세관람가,일반영화
1558,파랑주의보,전윤수,(주)아이필름홀딩스,,아이러브시네마,2005-12-22,개봉영화,장편,한국,0,0,"328,538",드라마,12세관람가,일반영화
1559,링컨 차를 타는 변호사,브래드 퍼맨,,(주)더블앤조이픽쳐스,씨너스엔터테인먼트,2011-06-16,개봉영화,장편,미국,241,"2,443,603,500","327,612",범죄,15세이상관람가,일반영화
1560,잭 라이언 : 코드네임 쉐도우,케네스 브래너,,(주)씨제이이엔엠,CJ ENM,2014-01-16,개봉영화,장편,미국,419,"2,395,409,500","327,591",액션,12세이상관람가,일반영화
1561,미드나잇 선,스콧 스피어,,(주)우성엔터테인먼트,"삼백상회,키다리이엔티",2018-06-21,개봉영화,장편,미국,472,"2,679,300,500","326,086",멜로/로맨스,12세이상관람가,독립/예술영화
1562,그린랜드,릭 로먼 워,,(유)조이앤시네마,"제이앤씨미디어그룹,TCO더콘텐츠온",2020-09-29,개봉영화,장편,미국,779,"2,777,724,520","325,869",액션,12세이상관람가,일반영화
1563,헤어스프레이,아담 쉥크만,뉴라인 시네마,인터비스앤파트너스(주),㈜케이디미디어,2007-12-06,개봉영화,장편,미국,0,0,"325,171",드라마,12세이상관람가,일반영화
1564,미스 포터,크리스 누난,,(주)누리픽쳐스,롯데엔터테인먼트,2007-01-25,개봉영화,장편,영국,0,0,"325,085",드라마,전체관람가,일반영화
1565,스폰지밥 3D,폴 티비트,,(주)씨제이이엔엠,CJ ENM,2015-02-18,개봉영화,장편,미국,357,"2,458,946,200","325,016",애니메이션,전체관람가,일반영화
1566,사랑하기 때문에,주지홍,(주)에이디사공육,,넥스트엔터테인먼트월드(NEW),2017-01-04,개봉영화,장편,한국,542,"2,538,169,440","324,420",코미디,12세이상관람가,일반영화
1567,희생부활자,곽경택,"(주)영화사 신세계,(주)바른손이앤에이",,쇼박스,2017-10-12,개봉영화,장편,한국,781,"2,515,479,835","323,628",미스터리,15세이상관람가,일반영화
1568,헬보이,닐 마샬,,(주)우성엔터테인먼트,플러스엠 엔터테인먼트,2019-04-10,개봉영화,장편,미국,726,"2,776,406,321","323,098",액션,청소년관람불가,일반영화
1569,더 캣,보 웰치,,CJ ENM,CJ ENM,2003-12-31,개봉영화,장편,미국,0,0,"322,859",판타지,전체관람가,일반영화
1570,정승필 실종사건,강석범,화이트리시네마,,롯데엔터테인먼트,2009-10-08,개봉영화,장편,한국,238,"2,321,588,076","322,459",코미디,15세이상관람가,일반영화
1571,가면,양윤호,(주)디알엠엔터테인먼트,,롯데엔터테인먼트,2007-12-27,개봉영화,장편,한국,0,0,"322,342",스릴러,청소년관람불가,일반영화
1572,아담스 패밀리,"그렉 티어넌,콘래드 베논",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-11-07,개봉영화,장편,미국,802,"2,565,386,140","321,726",애니메이션,전체관람가,일반영화
1573,좋지 아니한가,정윤철,(주)무사이필름,,"시네마서비스,CJ ENM",2007-03-01,개봉영화,장편,한국,0,0,"321,654",드라마,15세이상관람가,일반영화
1574,옥자,봉준호,"플랜 비 엔터테인먼트,(주)루이스 픽쳐스",,넥스트엔터테인먼트월드(NEW),2017-06-29,개봉영화,장편,미국,111,"2,432,883,900","321,550",어드벤처,12세이상관람가,일반영화
1575,라야와 마지막 드래곤,"돈 홀,카를로스 로페즈 에스트라다",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-03-04,개봉영화,장편,미국,"1,056","2,969,004,390","321,484",애니메이션,전체관람가,일반영화
1576,블레이드 러너 2049,드니 빌뇌브,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-10-12,개봉영화,장편,미국,664,"2,760,845,365","321,018",SF,15세이상관람가,일반영화
1577,어글리 트루스,로버트 루게틱,레이크쇼어 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-09-17,개봉영화,장편,미국,185,"2,471,953,101","320,997",코미디,청소년관람불가,일반영화
1578,극적인 하룻밤,하기호,"(주)연우무대,(주)인사이드픽쳐스",,CGV아트하우스,2015-12-03,개봉영화,장편,한국,434,"2,610,929,429","320,923",멜로/로맨스,청소년관람불가,일반영화
1579,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",유야마 쿠니히코,,(주)포켓몬코리아,CJ ENM,2014-01-09,개봉영화,장편,일본,406,"2,080,468,500","320,409",애니메이션,전체관람가,일반영화
1580,아기배달부 스토크,"니콜라스 스톨러,더그 스윗랜드",,워너브러더스 코리아(주),워너브러더스 코리아,2016-12-07,개봉영화,장편,미국,538,"2,415,830,200","320,353",애니메이션,전체관람가,일반영화
1581,인터프리터,시드니 폴락,워킹 타이틀 필름,UIP코리아,UIP코리아,2005-04-22,개봉영화,장편,영국,0,0,"320,000",드라마,12세관람가,일반영화
1582,뮨: 달의 요정,"알렉상드르 헤보얀,베노이트 필립폰",,(주)스마일이엔티,"스마일이엔티,씨네그루다우기술",2015-09-24,개봉영화,장편,프랑스,365,"2,331,900,700","319,072",애니메이션,전체관람가,독립/예술영화
1583,빅풋 주니어,"제레미 드그루손,벤 스타센",,"(주)퍼스트런,유니콘미디어(주)",이수C&E,2017-08-09,개봉영화,장편,벨기에,437,"2,245,548,900","318,737",애니메이션,전체관람가,일반영화
1584,오멘,존 무어,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),이십세기폭스코리아,2006-06-06,개봉영화,장편,미국,0,0,"318,350",공포(호러),18세관람가,일반영화
1585,검우강호,오우삼,베이징,(주)포커스엔터테인먼트,에스비에스콘텐츠허브,2010-10-14,개봉영화,장편,홍콩,343,"2,281,559,914","318,157",액션,15세이상관람가,일반영화
1586,도리화가,이종필,"(주)영화사 담담,(주)어바웃잇",,CJ ENM,2015-11-25,개봉영화,장편,한국,563,"2,246,950,339","317,505",사극,12세이상관람가,일반영화
1587,유실물,후루사와 다케시,쇼지쿠 컴퍼니,,CJ ENM,2006-07-27,개봉영화,장편,일본,0,0,"317,439",공포(호러),15세관람가,일반영화
1588,세상에서 가장 아름다운 이별,민규동,(주)수필름,,넥스트엔터테인먼트월드(NEW),2011-04-20,개봉영화,장편,한국,340,"2,295,897,500","316,788",드라마,15세이상관람가,일반영화
1589,레드카펫,박범수,"씨네주(유),(주)누리픽쳐스",,프레인글로벌,2014-10-23,개봉영화,장편,한국,385,"2,404,458,580","316,780",멜로/로맨스,15세이상관람가,일반영화
1590,퍼펙트 겟어웨이,데이빗 토히,데이비스 엔터테인먼트 필름웍스,영화사이슈,시너지하우스 (시너지),2009-08-20,개봉영화,장편,미국,226,"2,343,962,833","315,888",스릴러,15세이상관람가,일반영화
1591,P.S. 아이 러브 유,리차드 라그라브네스,,(주)쇼박스,쇼박스,2008-01-03,개봉영화,장편,미국,196,"2,119,345,000","315,863",멜로/로맨스,15세이상관람가,일반영화
1592,극장판 도라에몽:진구의 마계대모험 7인의 마법사,테라모토 유키요,,대원미디어(주),대원미디어,2008-07-17,개봉영화,장편,일본,83,"1,903,393,500","315,809",애니메이션,전체관람가,일반영화
1593,겁나는 여친의 완벽한 비밀,이반 라이트만,,이십세기폭스코리아(주),이십세기폭스코리아,2006-08-17,개봉영화,장편,미국,0,0,"315,396",코미디,15세관람가,일반영화
1594,미녀와 야수,크리스토프 갱스,,(주)영화사선,넥스트엔터테인먼트월드(NEW),2014-06-18,개봉영화,장편,프랑스,387,"2,385,847,300","315,348",판타지,전체관람가,일반영화
1595,캐롤,토드 헤인즈,,주식회사 더쿱,CGV아트하우스,2016-02-04,개봉영화,장편,미국,221,"2,608,608,616","315,321",드라마,청소년관람불가,독립/예술영화
1596,차이니즈 조디악,성룡,,(유)조이앤컨텐츠그룹,롯데엔터테인먼트,2013-02-27,개봉영화,장편,중국,300,"2,211,711,500","315,305",액션,12세이상관람가,일반영화
1597,스카우트,김현석,㈜두루미필름,,CJ ENM,2007-11-14,개봉영화,장편,한국,0,0,"315,187",드라마,12세이상관람가,일반영화
1598,수퍼 소닉2,제프 파울러,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데엔터테인먼트,2022-04-06,개봉영화,장편,미국,"1,129","2,848,373,410","315,123",애니메이션,전체관람가,일반영화
1599,번 더 스테이지: 더 무비,박준수,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트",,월트디즈니컴퍼니코리아 유한책임회사,2018-11-15,개봉영화,장편,한국,243,"2,671,391,900","315,010",기타,전체관람가,일반영화
1600,마이 블랙 미니드레스,허인무,(주)토리픽쳐스,,CJ ENM,2011-03-24,개봉영화,장편,한국,325,"2,318,884,500","313,953",드라마,15세이상관람가,일반영화
1601,엘라의 모험 : 해피엔딩의 위기,폴 J. 볼거,,㈜메가박스,쇼박스,2008-01-24,개봉영화,장편,독일,191,"1,791,623,000","312,640",애니메이션,전체관람가,일반영화
1602,CJ7:장강7호,주성치,,㈜코리아스크린,㈜스튜디오이쩜영,2008-08-21,개봉영화,장편,홍콩,234,"1,955,693,500","312,576",SF,전체관람가,일반영화
1603,프리 가이,숀 레비,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-08-11,개봉영화,장편,미국,750,"3,119,899,670","312,564",액션,12세이상관람가,일반영화
1604,헨젤과 그레텔,임필성,(주)바른손이앤에이,,CJ ENM,2007-12-27,개봉영화,장편,한국,0,0,"312,459",드라마,12세이상관람가,일반영화
1605,인사이드 맨,스파이크 리,"유니버셜 픽쳐스,이메이진엔터테인먼트",UIP코리아,UIP코리아,2006-04-21,개봉영화,장편,미국,0,0,"311,495",드라마,15세관람가,일반영화
1606,비행기 2: 소방구조대,로버츠 개너웨이,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아,2014-08-13,개봉영화,장편,미국,341,"2,246,970,700","311,456",애니메이션,전체관람가,일반영화
1607,쇼퍼홀릭,P.J. 호건,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-03-26,개봉영화,장편,미국,180,"2,103,939,884","311,274",코미디,12세이상관람가,일반영화
1608,트루스 오어 데어,제프 와드로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-05-22,개봉영화,장편,미국,530,"2,647,330,400","310,956",공포(호러),15세이상관람가,일반영화
1609,게이머,"브라이언 테일러,마크 네빌딘",라이온스 게이트 필름즈,영화사이슈,시너지하우스 (시너지),2009-10-01,개봉영화,장편,미국,262,"2,380,275,031","310,548",액션,청소년관람불가,일반영화
1610,주피터 어센딩,"라나 워쇼스키,릴리 워쇼스키",,워너브러더스 코리아(주),워너브러더스 코리아,2015-02-05,개봉영화,장편,미국,561,"2,685,741,879","309,729",SF,12세이상관람가,일반영화
1611,더 스파이,도미닉 쿡,,(유)조이앤시네마,"TCO더콘텐츠온,제이앤씨미디어그룹",2021-04-28,개봉영화,장편,미국,710,"2,844,155,830","308,545",스릴러,15세이상관람가,일반영화
1612,위대한 소원,남대중,주식회사 브레인샤워,,넥스트엔터테인먼트월드(NEW),2016-04-21,개봉영화,장편,한국,524,"2,438,260,213","308,180",코미디,15세이상관람가,일반영화
1613,주온-원혼의 부활,"아사토 마리,미야케 류타",토에이 비디오 컴퍼니,(주)케이앤엔터테인먼트,쇼박스,2009-07-09,개봉영화,장편,일본,145,"2,133,345,728","308,057",공포(호러),15세이상관람가,일반영화
1614,가디언의 전설,잭 스나이더,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아,2010-10-28,개봉영화,장편,미국,268,"2,655,721,096","307,217",애니메이션,전체관람가,일반영화
1615,빌리와 용감한 녀석들 2,닉힐 아드바니,,㈜코리아스크린,에스비에스콘텐츠허브,2013-02-21,개봉영화,장편,인도,289,"2,006,325,000","306,837",애니메이션,전체관람가,일반영화
1616,강릉,윤영빈,"(주)아센디오,(주)본팩토리,(주)데이드림엔터테인먼트,(유)조이앤시네마",,"스튜디오 산타클로스엔터테인먼트,아센디오,제이앤씨미디어그룹",2021-11-10,개봉영화,장편,한국,761,"3,175,724,270","306,809",범죄,청소년관람불가,일반영화
1617,덕구,방수인,"(주)영화사두둥,(주)빅오션이엔엠",,플러스엠 엔터테인먼트,2018-04-05,개봉영화,장편,한국,544,"2,320,819,700","306,126",드라마,전체관람가,일반영화
1618,개를 훔치는 완벽한 방법,김성호,(주)삼거리픽쳐스,,"리틀빅픽쳐스,대명문화공장",2014-12-31,개봉영화,장편,한국,205,"2,327,822,465","306,119",드라마,전체관람가,독립/예술영화
