,영화명,배급사,개봉일,영화형태,국적,전국스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,감독
2799,체르노빌 1986,(주)팝엔터테인먼트,2021-06-30,장편,기타,182,200542300,23773,액션,12세관람가,독립/예술영화,다닐라 코즈로브스키
2804,얼굴없는 보스,(주)좋은 하늘,2019-11-21,장편,한국,293,199801000,23711,액션,15세관람가,일반영화,송경용
2808,타임 투 러브,(주)인벤트스톤,2014-10-23,장편,미국,201,179611300,23597,코미디,청소년관람불가,일반영화,저스틴 리어든
2809,사이코패스,(주)박수엔터테인먼트,2015-05-28,장편,일본,69,191148000,23586,애니메이션,15세관람가,독립/예술영화,시오타니 나오요시
2813,제인 도,오퍼스픽쳐스(유),2017-08-23,장편,영국,110,183431765,23467,공포(호러),청소년관람불가,독립/예술영화,안드레 외브레달
2817,테슬라,(주)제이앤씨미디어그룹,2020-10-28,장편,미국,460,184842950,23441,드라마,12세관람가,일반영화,마이클 알메레이다
2820,개들의 전쟁,롯데쇼핑㈜롯데엔터테인먼트,2012-11-22,장편,한국,94,171302571,23390,액션,청소년관람불가,독립/예술영화,조병옥
2822,아우토반,와이드 릴리즈(주),2017-03-22,장편,영국,153,183393500,23306,액션,15세관람가,독립/예술영화,에란 크리비
2824,울프 콜,판씨네마(주),2020-03-05,장편,프랑스,336,192061580,23247,액션,15세관람가,독립/예술영화,안토닌 보드리
2825,크리스마스 캐럴,(주)디스테이션,2022-12-07,장편,한국,410,217795380,23211,드라마,청소년관람불가,독립/예술영화,김성수
2828,노무현과 바보들,오키넷,2019-04-18,장편,한국,366,175757640,23133,다큐멘터리,12세관람가,독립/예술영화,김재희
2833,리틀 뱀파이어,(주)이수C&E,2018-01-18,장편,독일,213,164278600,23014,애니메이션,전체관람가,독립/예술영화,리처드 클라우스
2835,비정한 도시 감독판,(주)인벤트스톤,2012-10-25,장편,한국,172,161959057,22900,미스터리,청소년관람불가,일반영화,김문흠
2836,거인,필라멘트픽쳐스,2014-11-13,장편,한국,77,173034400,22893,드라마,12세관람가,독립/예술영화,김태용
2837,"봄, 눈",(주)넥스트엔터테인먼트월드(NEW),2012-04-26,장편,한국,118,143518000,22870,드라마,전체관람가,일반영화,김태균
2838,에이바,(주)제이앤씨미디어그룹,2020-09-09,장편,미국,515,178670250,22832,액션,15세관람가,일반영화,테이트 테일러
2840,디트로이트,그린나래미디어(주),2018-05-31,장편,미국,108,194693700,22770,스릴러,15세관람가,독립/예술영화,캐서린 비글로우
2842,유리정원,(주)리틀빅픽쳐스,2017-10-25,장편,한국,332,160437700,22752,미스터리,12세관람가,독립/예술영화,신수원
2844,윌리,㈜코리아스크린,2018-10-25,장편,기타,162,178555800,22716,애니메이션,전체관람가,독립/예술영화,칼 멘데스
2846,히어로,(주)마인스 엔터테인먼트,2013-10-08,장편,한국,179,148940000,22617,가족,전체관람가,일반영화,김봉한
2849,짓,(주)팝파트너스,2013-09-25,장편,한국,159,159384500,22526,멜로/로맨스,청소년관람불가,독립/예술영화,한종훈
2851,송 투 송,CGV아트하우스,2017-07-26,장편,미국,97,171942900,22453,드라마,청소년관람불가,독립/예술영화,테렌스 맬릭
2852,카시오페아,(주)트리플픽쳐스,2022-06-01,장편,한국,175,194889200,22429,드라마,12세관람가,독립/예술영화,신연식
2853,F20,와이드 릴리즈(주),2021-10-06,장편,한국,218,155242500,22412,스릴러,15세관람가,일반영화,홍은미
2858,미스터 스마일,(주)티캐스트,2018-12-27,장편,미국,56,181726300,22348,드라마,15세관람가,독립/예술영화,데이빗 로워리
2862,크로우즈 제로,(주)쇼박스,2008-07-02,장편,일본,252,142006500,22097,스릴러,15세관람가,일반영화,미이케 다카시
2863,엔들리스 러브,유니버설픽쳐스인터내셔널 코리아(유),2014-03-13,장편,미국,210,165237000,22091,드라마,15세관람가,일반영화,샤나 페스트
2867,아이 엠 우먼,(주)팝엔터테인먼트,2021-01-14,장편,기타,494,178046740,21974,드라마,15세관람가,독립/예술영화,문은주
2875,시크릿 인 데어 아이즈,판씨네마(주),2016-04-27,장편,미국,186,162031200,21692,미스터리,15세관람가,일반영화,빌리 레이
2878,"안녕, 나의 소울메이트",(주)나이너스엔터테인먼트,2017-12-07,장편,기타,165,169017300,21659,드라마,15세관람가,독립/예술영화,증국상
2884,아마조니아,(주)영화사 빅,2015-08-05,장편,프랑스,105,150680200,21318,다큐멘터리,전체관람가,독립/예술영화,티에리 라고베르트
2885,이브 생 로랑,(주)블룸즈베리파트너스,2014-06-26,장편,프랑스,53,166422300,21280,드라마,청소년관람불가,독립/예술영화,자릴 레스페르
2886,잃어버린 세계를 찾아서,(주)이수C&E,2019-10-09,장편,미국,279,161271360,21252,애니메이션,전체관람가,일반영화,크리스 버틀러
2890,휘트니,판씨네마(주),2018-08-23,장편,미국,80,173620027,21094,드라마,15세관람가,독립/예술영화,케빈 맥도널드
2895,그랜드 피아노,와이드 릴리즈(주),2014-04-17,장편,기타,95,149337000,20961,스릴러,15세관람가,독립/예술영화,유지니오 미라
2899,유령선,(주)엣나인필름,2020-04-15,장편,한국,165,181933920,20784,다큐멘터리,12세관람가,독립/예술영화,김지영
2901,워리어,(주)화앤담이엔티,2011-11-02,장편,미국,142,150308500,20702,드라마,15세관람가,일반영화,게빈 오코너
2903,리노,(주)스톰픽쳐스코리아,2019-03-07,장편,기타,322,153622020,20513,애니메이션,전체관람가,독립/예술영화,라파엘 리바스
2904,플라이트,(주)씨제이이엔엠,2013-02-28,장편,미국,79,150391500,20491,드라마,청소년관람불가,일반영화,로버트 저메키스
2907,팬데믹,(주)영화사 빅,2020-07-22,장편,미국,382,176181960,20355,스릴러,15세관람가,독립/예술영화,기타
2910,아무도 없는 곳,(주)엣나인필름,2021-03-31,장편,한국,374,174220200,20221,드라마,15세관람가,독립/예술영화,김종관
2915,스틸워터,씨제이 씨지브이(CJ CGV)(주),2021-10-06,장편,미국,363,165102500,20079,범죄,15세관람가,독립/예술영화,토마스 맥카시
2921,러브레이스,씨너스엔터테인먼트(주),2013-10-17,장편,미국,154,139215138,19933,드라마,청소년관람불가,독립/예술영화,롭 엡스타인
2924,카메라를 멈추면 안 돼!,(주)디오시네마,2018-08-23,장편,일본,57,173409766,19846,공포(호러),15세관람가,독립/예술영화,우에다 신이치로
2925,보이저스,TCO(주)더콘텐츠온,2021-05-26,장편,미국,387,166586500,19814,SF,15세관람가,일반영화,닐 버거
2927,파괴자들,유니버설픽쳐스인터내셔널 코리아(유),2012-10-31,장편,미국,171,141102068,19716,액션,청소년관람불가,일반영화,올리버 스톤
2932,라이프,(주)영화사오원,2015-10-15,장편,기타,99,155668185,19596,드라마,15세관람가,독립/예술영화,안톤 코르빈
2935,픽시,(주)팝엔터테인먼트,2018-08-23,장편,기타,268,139428100,19508,애니메이션,전체관람가,독립/예술영화,바시코 베도슈빌리
2936,엄마,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-05-11,장편,미국,190,169848800,19485,스릴러,12세관람가,일반영화,아이리스 심
2937,물의 기억,롯데컬처웍스(주)롯데엔터테인먼트,2019-05-15,장편,한국,108,111262080,19484,다큐멘터리,전체관람가,독립/예술영화,진재운
2938,디스커넥트,(주)영화사 빅,2013-11-07,장편,미국,113,140642204,19460,드라마,청소년관람불가,독립/예술영화,헨리 알렉스 루빈
2943,테이크다운,(주)에스비에스콘텐츠허브,2013-04-18,장편,영국,138,135780500,19415,액션,15세관람가,독립/예술영화,에란 크리비
2945,커터,(주)스톰픽쳐스코리아,2016-03-30,장편,한국,199,151165500,19405,범죄,청소년관람불가,독립/예술영화,정희성
2949,트루스,(주)라이크콘텐츠,2016-08-24,장편,미국,123,151967000,19315,드라마,15세관람가,독립/예술영화,제임스 밴더빌트
2952,뱅드림! 필름 라이브,(주)애니플러스,2019-09-26,장편,일본,78,166464110,19264,애니메이션,전체관람가,일반영화,우메츠 토모미
2955,레토,(주)엣나인필름,2019-01-03,장편,기타,112,166459680,19221,드라마,15세관람가,독립/예술영화,키릴 세레브렌니코프
2956,블라인드,주식회사 컨텐츠썬,2021-01-14,장편,기타,239,165291800,19142,드라마,15세관람가,일반영화,타마르 반 덴 도프
2957,에코,(주)박수엔터테인먼트,2014-10-08,장편,미국,154,138735100,19142,SF,전체관람가,독립/예술영화,데이브 그린
2958,소녀,(주)씨제이이엔엠,2013-11-07,장편,한국,73,142456000,18996,멜로/로맨스,청소년관람불가,독립/예술영화,최진성
2961,상실의 시대,예지림엔터테인먼트,2011-04-21,장편,일본,53,144737800,18872,드라마,청소년관람불가,독립/예술영화,트란 안 홍
2965,프란치스코,스튜디오 프로그레시브 인큐베이터,2016-03-10,장편,기타,184,131126849,18799,드라마,12세관람가,독립/예술영화,베다 도캄포 페이주
2966,여행자,(주)영화사 진진,2009-10-29,장편,한국,59,135668849,18797,드라마,12세관람가,독립/예술영화,우니 르콩트
2968,드라이브,주식회사 풍경소리,2011-11-17,장편,미국,76,144975500,18715,액션,청소년관람불가,독립/예술영화,니콜라스 윈딩 레픈
2970,숏버스,실버스푼,2009-03-12,장편,미국,51,126613193,18621,드라마,청소년관람불가,독립/예술영화,존 카메론 밋첼
2971,방울토마토,무비즈엔터테인먼트㈜,2008-05-29,장편,한국,83,115388000,18533,가족,12세관람가,일반영화,정영배
2976,너에게 가는 길,(주)엣나인필름,2021-11-17,장편,한국,56,160073700,18458,다큐멘터리,12세관람가,독립/예술영화,변규리
2977,그 후,(주)영화제작전원사,2017-07-06,장편,한국,168,140655508,18440,드라마,청소년관람불가,독립/예술영화,홍상수
2981,니얼굴,(주)영화사 진진,2022-06-23,장편,한국,65,163265600,18338,다큐멘터리,전체관람가,독립/예술영화,서동일
2983,강철비2 : 정상회담 확장판,롯데컬처웍스(주)롯데엔터테인먼트,2020-09-30,장편,한국,126,89922500,18306,드라마,15세관람가,일반영화,양우석
2985,동백,시네마 뉴원,2021-10-21,장편,한국,60,133034770,18272,드라마,12세관람가,독립/예술영화,신준영
2992,은혼,(주)라이크콘텐츠,2017-12-07,장편,일본,137,147645500,18172,액션,12세관람가,일반영화,후쿠다 유이치
2995,프랑스여자,(주)디스테이션,2020-06-04,장편,한국,244,129230400,18106,드라마,15세관람가,독립/예술영화,김희정
2996,하늘과 바다,롯데쇼핑㈜롯데엔터테인먼트,2009-10-28,장편,한국,186,121651444,18059,드라마,12세관람가,일반영화,오달균
2997,리그레션,(주)박수엔터테인먼트,2015-10-15,장편,기타,143,141042885,18057,스릴러,15세관람가,독립/예술영화,알레한드로 아메나바르
3003,캡틴 하록,(주)박수엔터테인먼트,2014-01-16,장편,일본,120,134005500,17977,애니메이션,12세관람가,일반영화,아라마키 신지
3004,오즈의 마법사 2,㈜코리아스크린,2017-05-03,장편,기타,142,138541700,17956,애니메이션,전체관람가,독립/예술영화,알버토 마르
3006,퍼펙트,(주)마인스 엔터테인먼트,2013-09-25,장편,미국,136,116662500,17916,액션,청소년관람불가,일반영화,닐스 아르덴 오플레브
3013,킹덤,와이드 릴리즈(주),2020-04-29,장편,일본,186,140937500,17663,액션,15세관람가,일반영화,사토 신스케
3015,돌멩이,(주)리틀빅픽쳐스,2020-10-15,장편,한국,425,146373400,17632,드라마,12세관람가,독립/예술영화,김정식
3016,스톤,씨너스엔터테인먼트(주),2014-06-12,장편,한국,148,118376400,17631,액션,15세관람가,독립/예술영화,조세래
3022,혼스,(주)팝엔터테인먼트,2014-11-27,장편,미국,166,137324715,17535,판타지,청소년관람불가,일반영화,알렉산더 아야
3023,더 터닝,(주)스마일이엔티,2020-04-02,장편,미국,294,154197940,17532,미스터리,15세관람가,독립/예술영화,플로리아 시지스몬디
3028,터치,(주)팝엔터테인먼트,2012-11-08,장편,한국,95,100685000,17403,드라마,청소년관람불가,독립/예술영화,민병훈
3030,유아 낫 유,(주)마인스 엔터테인먼트,2015-01-21,장편,미국,103,138505400,17372,드라마,15세관람가,일반영화,조지 C. 울프
3035,아인,판씨네마(주),2018-02-28,장편,일본,160,135549900,17287,SF,15세관람가,독립/예술영화,모토히로 카츠유키
3038,바보야,주식회사 마운틴픽쳐스,2011-04-21,장편,한국,57,91693000,17097,다큐멘터리,전체관람가,독립/예술영화,강성옥
3042,길,(주)더블앤조이픽쳐스,2017-05-11,장편,한국,54,75398600,17014,드라마,12세관람가,독립/예술영화,정인봉
3044,프라이버시,(주)인벤트스톤,2014-03-20,장편,영국,165,122664928,16936,범죄,15세관람가,일반영화,존 크로울리
3046,컴온 컴온,(주)스튜디오디에이치엘,2022-06-30,장편,미국,113,154650500,16876,드라마,12세관람가,독립/예술영화,마이크 밀스
3051,명왕성,(주)싸이더스,2013-07-11,장편,한국,78,114536500,16828,드라마,15세관람가,독립/예술영화,신수원
3055,몬스터 아카데미,와이드 릴리즈(주),2022-04-27,장편,기타,209,141292000,16647,판타지,전체관람가,일반영화,레오폴도 아귈라
3056,산타바바라,(주)나이너스엔터테인먼트,2014-07-16,장편,한국,101,125565919,16626,멜로/로맨스,15세관람가,독립/예술영화,조성규
3057,800,TCO(주)더콘텐츠온,2020-12-10,장편,중국,223,141698200,16625,전쟁,15세관람가,일반영화,관후
3064,내 이야기!!,(주)영화사오원,2018-04-12,장편,일본,143,141565800,16467,멜로/로맨스,12세관람가,독립/예술영화,카와이 하야토
3068,#아이엠히어,(주)넥스트엔터테인먼트월드(NEW),2021-01-14,장편,프랑스,432,136875710,16404,멜로/로맨스,12세관람가,독립/예술영화,에릭 라티고
3069,마돈나,(주)리틀빅픽쳐스,2015-07-02,장편,한국,65,127237400,16385,드라마,청소년관람불가,독립/예술영화,신수원
3070,북스마트,(주)콘텐츠판다,2021-01-27,장편,미국,163,108654680,16380,코미디,15세관람가,독립/예술영화,올리비아 와일드
3074,리스펙트,유니버설픽쳐스인터내셔널 코리아(유),2021-09-08,장편,미국,119,107393800,16312,드라마,12세관람가,일반영화,리슬 타미
3077,리틀 폭스,예지림엔터테인먼트,2016-06-23,장편,중국,150,119098500,16204,애니메이션,전체관람가,독립/예술영화,갈수영
3078,링스,(주)다자인소프트,2017-04-06,장편,미국,123,135470800,16199,공포(호러),15세관람가,일반영화,하비에르 구티에레즈
3081,파티마의 기적,(주)디스테이션,2020-12-03,장편,미국,162,129475600,16183,드라마,12세관람가,독립/예술영화,마르코 폰테코르보
3084,오필리아,(주)홈초이스,2021-07-14,장편,미국,117,141669640,16124,멜로/로맨스,15세관람가,독립/예술영화,클레어 맥카시
3085,베이트,(주)팝파트너스,2013-08-08,장편,기타,59,108522500,16091,공포(호러),15세관람가,일반영화,킴블 렌달
3086,스파이 게임,플러스엠 엔터테인먼트,2017-09-14,장편,영국,203,122840172,15986,액션,15세관람가,일반영화,마이클 앱티드
3091,사랑하고 사랑받고 차고 차이고,주식회사 컨텐츠썬,2021-06-16,장편,일본,155,143259400,15916,드라마,12세관람가,독립/예술영화,미키 타카히로
3094,더 웨이브,(주)팝엔터테인먼트,2016-07-13,장편,기타,140,124772321,15890,액션,12세관람가,독립/예술영화,로아 우타우
3103,와일드 로즈,판씨네마(주),2019-10-17,장편,영국,152,117838040,15650,드라마,15세관람가,독립/예술영화,톰 하퍼
3109,조,(주)팝엔터테인먼트,2019-07-11,장편,미국,69,127481096,15429,멜로/로맨스,15세관람가,독립/예술영화,드레이크 도리머스
3110,빛나는 순간,(주)명필름,2021-06-30,장편,한국,267,129246670,15389,드라마,12세관람가,독립/예술영화,소준문
3113,볼츠와 블립,(주)씨제이이엔엠,2012-02-23,장편,한국,61,161329000,15386,애니메이션,전체관람가,일반영화,피터 레페니오티스
3116,배드 지니어스,(주)팝엔터테인먼트,2017-11-02,장편,기타,200,120082336,15319,스릴러,15세관람가,독립/예술영화,나타우트 푼프리야
3119,꼬마 유령,(주)영화사오원,2015-06-11,장편,독일,176,110213300,15276,판타지,전체관람가,독립/예술영화,알랑 그스포너
3120,아이 인 더 스카이,판씨네마(주),2016-07-14,장편,영국,205,116603200,15258,전쟁,12세관람가,일반영화,개빈 후드
3122,스톤,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2011-10-06,장편,미국,77,116295000,15241,드라마,청소년관람불가,일반영화,존 커랜
3124,삽질,(주)엣나인필름,2019-11-14,장편,한국,171,120829530,15228,다큐멘터리,12세관람가,독립/예술영화,김병기
3129,메리 미,유니버설픽쳐스인터내셔널 코리아(유),2022-03-16,장편,미국,179,99754800,15164,멜로/로맨스,12세관람가,일반영화,캣 코이로
3133,램,오드,2021-12-29,장편,기타,123,140091110,15095,공포(호러),15세관람가,독립/예술영화,발디마르 요한손
3134,런어웨이즈,(주)넥스트엔터테인먼트월드(NEW),2010-06-24,장편,미국,76,111779483,15088,드라마,청소년관람불가,독립/예술영화,플로리아 시지스몬디
3136,크리드2,워너브러더스 코리아(주),2019-02-21,장편,미국,298,122284190,15023,액션,12세관람가,일반영화,스티븐 카플 주니어
3139,프렌드 존,(주)디스테이션,2019-10-30,장편,기타,104,118749200,14991,멜로/로맨스,12세관람가,독립/예술영화,차야놉 분프라콥
3142,로즈,(주)박수엔터테인먼트,2017-04-12,장편,기타,125,113253541,14955,멜로/로맨스,15세관람가,독립/예술영화,짐 쉐리단
3143,하나와 미소시루,(주)영화사 진진,2016-04-27,장편,일본,104,112899538,14925,가족,전체관람가,독립/예술영화,아쿠네 토모아키
3148,돌핀보이,와이드 릴리즈(주),2023-01-25,장편,독일,177,134959700,14837,애니메이션,전체관람가,일반영화,기타
3152,데드폴,(주)에스비에스콘텐츠허브,2013-01-23,장편,미국,82,101887000,14744,범죄,청소년관람불가,일반영화,스테판 루조비츠키
3155,콜로설,(주)드림팩트엔터테인먼트,2017-04-20,장편,기타,305,114967100,14687,액션,12세관람가,독립/예술영화,나초 비갈론도
3156,돈 워리,그린나래미디어(주),2019-07-25,장편,미국,55,116449854,14684,드라마,15세관람가,독립/예술영화,구스 반 산트
3158,피노키오의 모험,(주)소나무픽쳐스,2014-09-18,장편,독일,54,105233300,14557,애니메이션,전체관람가,일반영화,안나 저스티스
3160,아사코,(주)이수C&E,2019-03-14,장편,일본,167,124515619,14441,드라마,12세관람가,독립/예술영화,하마구치 류스케
3161,부활,(주)중헌홀딩스,2020-07-09,장편,한국,83,112596500,14437,다큐멘터리,전체관람가,일반영화,구수환
3162,갬빗,(주)나이너스엔터테인먼트,2013-11-28,장편,미국,94,95213128,14426,코미디,15세관람가,독립/예술영화,마이클 호프만
3163,춘몽,(주)프레인글로벌,2016-10-13,장편,한국,96,114343700,14423,드라마,15세관람가,독립/예술영화,장률
3165,커넥트,(주)이수C&E,2021-01-20,장편,미국,386,127565260,14374,공포(호러),15세관람가,독립/예술영화,제이콥 체이스
3166,리틀 보이,플러스엠 엔터테인먼트,2015-12-10,장편,미국,143,100778300,14343,드라마,12세관람가,독립/예술영화,알레한드로 몬테베르드
3171,라스트 홈,(주)브리즈픽처스,2016-04-07,장편,미국,163,109954000,14241,드라마,15세관람가,독립/예술영화,라민 바흐러니
3175,피는 물보다 진하다,(주)이놀미디어,2022-05-25,장편,한국,78,90700500,14201,액션,15세관람가,일반영화,김희성
3177,아노말리사,롯데쇼핑㈜롯데엔터테인먼트,2016-03-30,장편,미국,93,115387000,14153,애니메이션,청소년관람불가,독립/예술영화,듀크 존슨
3181,벨파스트,유니버설픽쳐스인터내셔널 코리아(유),2022-03-23,장편,미국,272,127992070,14002,드라마,12세관람가,독립/예술영화,케네스 브래너
3182,체크 히어로,예지림엔터테인먼트,2019-10-23,장편,기타,221,101176750,13951,애니메이션,전체관람가,독립/예술영화,앤더스 마테센
3184,뷰티풀 보이,(주)이수C&E,2019-09-19,장편,미국,130,110353198,13906,드라마,15세관람가,독립/예술영화,펠릭스 반 그뢰닝엔
3185,보트,(주)스폰지이엔티,2009-05-28,장편,한국,51,94173691,13904,드라마,15세관람가,독립/예술영화,김영남
3187,뜨거운 피: 디 오리지널,(주)스튜디오디에이치엘,2022-05-26,장편,한국,59,111999200,13854,액션,청소년관람불가,일반영화,천명관
3192,헤이츠,(주)나이너스엔터테인먼트,2012-12-06,장편,미국,75,94348000,13747,스릴러,15세관람가,일반영화,마크 톤데라이
3193,웨이 다운,(주)누리픽쳐스,2021-03-11,장편,기타,309,120956030,13743,액션,15세관람가,일반영화,하우메 발라게로
3194,너와 사랑한 시간,오드,2022-11-30,장편,기타,92,94305800,13722,멜로/로맨스,12세관람가,일반영화,황진진
3197,나이팅게일,(주)제이앤씨미디어그룹,2020-12-30,장편,기타,329,112682610,13702,스릴러,청소년관람불가,독립/예술영화,제니퍼 켄트
3204,버티고,(주)트리플픽쳐스,2019-10-16,장편,한국,298,115864340,13567,드라마,15세관람가,독립/예술영화,전계수
3205,해피 홀리데이,(주)스톰픽쳐스코리아,2015-05-14,장편,영국,102,102633800,13529,코미디,12세관람가,독립/예술영화,가이 젠킨
3206,피치 퍼펙트,유니버설픽쳐스인터내셔널 코리아(유),2013-03-28,장편,미국,143,90720000,13520,코미디,15세관람가,일반영화,제이슨 무어
3207,오마주,트윈플러스파트너스(주),2022-05-26,장편,한국,133,102534500,13519,드라마,12세관람가,독립/예술영화,신수원
3208,피막,와이드 릴리즈(주),2014-09-25,장편,기타,170,101978400,13484,코미디,12세관람가,독립/예술영화,반종 피산다나쿤
3212,베스트 오브 미,플러스엠 엔터테인먼트,2015-06-18,장편,미국,118,100915600,13399,드라마,15세관람가,일반영화,마이클 호프만
3213,황금시대,판씨네마(주),2014-10-16,장편,중국,58,98582100,13371,드라마,12세관람가,독립/예술영화,허안화
3215,나이트폴,(주)나이너스엔터테인먼트,2012-09-27,장편,기타,108,99076000,13307,액션,청소년관람불가,일반영화,주현량
3216,봄,필라멘트픽쳐스,2014-11-20,장편,한국,112,98566100,13234,드라마,청소년관람불가,독립/예술영화,조근현
3223,돌아온다,(주)더블앤조이픽쳐스,2017-12-07,장편,한국,58,82977300,13130,드라마,12세관람가,독립/예술영화,허철
3224,블랙버드,(주)영화사 빅,2015-01-28,장편,미국,135,97711400,13130,드라마,15세관람가,독립/예술영화,지나 프린스-바이스우드
3230,더 레이디,(주)씨제이이엔엠,2012-09-06,장편,프랑스,97,96024000,13051,드라마,15세관람가,일반영화,뤽 베송
3232,베네데타,(주)팝엔터테인먼트,2021-12-01,장편,프랑스,157,122446300,13019,드라마,청소년관람불가,독립/예술영화,폴 버호벤
3235,온리 유,(주)영화사 빅,2015-10-15,장편,중국,111,96822200,12990,멜로/로맨스,15세관람가,독립/예술영화,장하오
3240,용순,롯데쇼핑㈜롯데엔터테인먼트,2017-06-08,장편,한국,126,95447200,12901,드라마,15세관람가,독립/예술영화,신준
3241,사랑하고 있습니까,주식회사 블루필름웍스,2020-03-25,장편,한국,295,102673840,12878,판타지,12세관람가,독립/예술영화,김정권
3243,아이 씨 유,(주)홈초이스,2021-03-11,장편,영국,113,118153190,12870,스릴러,15세관람가,독립/예술영화,아담 랜달
3244,할리데이,(주)영화사 빅,2014-10-16,장편,영국,147,94888000,12859,뮤지컬,15세관람가,독립/예술영화,다니아 파스퀴니
3250,로스트 도터,(주)영화특별시에스엠씨,2022-07-14,장편,미국,66,119140200,12761,드라마,15세관람가,독립/예술영화,매기 질렌할
3257,서유기 리턴즈,(주)영화사 조제,2011-02-17,장편,한국,59,80194000,12696,코미디,전체관람가,일반영화,신동엽
3258,시선,(주)나이너스엔터테인먼트,2014-04-16,장편,한국,112,90171000,12694,드라마,12세관람가,독립/예술영화,이장호
3259,리플레이,(주)다자인소프트,2020-12-16,장편,미국,242,103182310,12692,드라마,12세관람가,독립/예술영화,데이비드 하인즈
3262,티탄,(주)영화특별시에스엠씨,2021-12-09,장편,프랑스,92,125658020,12663,드라마,청소년관람불가,독립/예술영화,줄리아 듀코나우
3263,베르테르,CGV ICECON,2021-05-05,장편,한국,68,223809000,12646,뮤지컬,12세관람가,일반영화,조광하
3265,미혹,(주)엔케이컨텐츠,2022-10-19,장편,한국,224,99911491,12620,미스터리,15세관람가,독립/예술영화,김진영
3267,브로큰 시티,(주)팝파트너스,2013-04-04,장편,미국,80,90551000,12557,범죄,15세관람가,일반영화,알렌 휴즈
3268,페어웰,오드,2021-02-04,장편,미국,162,104799900,12555,가족,전체관람가,독립/예술영화,룰루 왕
3269,시인의 사랑,CGV아트하우스,2017-09-14,장편,한국,119,97464900,12547,드라마,15세관람가,독립/예술영화,김양희
3272,더 보이스,(주)제이앤씨미디어그룹,2018-08-29,장편,미국,64,71256000,12487,코미디,청소년관람불가,독립/예술영화,마르잔 사트라피
3277,아직 끝나지 않았다,판씨네마(주),2018-06-21,장편,프랑스,70,101744100,12433,드라마,15세관람가,독립/예술영화,자비에 르그랑
3279,소나기,(주)리틀빅픽쳐스,2017-08-31,장편,한국,151,79482808,12425,애니메이션,전체관람가,독립/예술영화,안재훈
3289,시크릿 가든,(주)이수C&E,2020-08-19,장편,영국,267,101869660,12137,드라마,전체관람가,독립/예술영화,마크 먼든
3292,더 레이서,(주)다자인소프트,2021-02-24,장편,기타,146,99539540,12117,드라마,15세관람가,독립/예술영화,키에론 J 월쉬
3293,타투,와이드 릴리즈(주),2015-12-10,장편,한국,133,99263100,12103,스릴러,청소년관람불가,일반영화,이서
3296,피닉스,M&M 인터내셔널,2021-07-22,장편,독일,54,101760190,12057,드라마,12세관람가,독립/예술영화,크리스티안 펫졸드
3298,낫아웃,(주)케이티알파,2021-06-03,장편,한국,203,91294980,12045,드라마,15세관람가,독립/예술영화,이정곤
3299,랜드 오브 마인,(주)싸이더스,2017-04-06,장편,기타,97,89516900,12026,드라마,15세관람가,독립/예술영화,마틴 잔드블리엣
3302,엘프,(주)박수엔터테인먼트,2021-02-10,장편,독일,228,100001300,11906,애니메이션,전체관람가,일반영화,우테 폰 뮌쇼폴
3304,라스트 레터,(주)스튜디오 산타클로스엔터테인먼트,2021-02-24,장편,일본,160,99599650,11889,멜로/로맨스,전체관람가,독립/예술영화,이와이 슌지
3307,나이트 헌터,와이드 릴리즈(주),2020-01-29,장편,기타,141,74513100,11849,액션,15세관람가,일반영화,기타
3309,현기증,플러스엠 엔터테인먼트,2014-11-06,장편,한국,71,79449300,11785,가족,청소년관람불가,독립/예술영화,이돈구
3318,"러브, 어게인",(주)이수C&E,2017-11-16,장편,미국,177,89873800,11628,드라마,12세관람가,독립/예술영화,핼리 메이어스-샤이어
3319,피그,판씨네마(주),2022-02-23,장편,미국,113,106769970,11625,드라마,12세관람가,독립/예술영화,기타
3320,트립 투 스페인,아이 엠,2018-05-17,장편,영국,60,91615317,11596,코미디,15세관람가,독립/예술영화,마이클 윈터바텀
3322,디시에르토,(주)제이앤씨미디어그룹,2016-10-05,장편,기타,119,86697500,11568,드라마,15세관람가,독립/예술영화,조나스 쿠아론
3323,그레텔과 헨젤,(주)제이앤씨미디어그룹,2020-07-08,장편,기타,325,101464540,11564,판타지,15세관람가,일반영화,오즈 퍼킨스
3327,더 게스트,(주)스톰픽쳐스코리아,2018-09-12,장편,기타,228,101103647,11517,공포(호러),청소년관람불가,독립/예술영화,미겔 앙헬 비바스
3328,멜리스,(주)드림팩트엔터테인먼트,2016-02-11,장편,한국,141,90914800,11484,공포(호러),15세관람가,독립/예술영화,김용운
3329,슈퍼히어로,(주)영화사 빅,2013-07-31,장편,기타,74,73535000,11469,애니메이션,전체관람가,일반영화,에두와르도 슐츠
3330,실종,(주)디스테이션,2022-06-15,장편,일본,67,105365000,11451,스릴러,청소년관람불가,독립/예술영화,기타
3331,오 루시!,(주)엣나인필름,2018-06-28,장편,미국,114,89905400,11424,멜로/로맨스,15세관람가,독립/예술영화,히라야나기 아츠코
3335,걸후드,(주)영화특별시에스엠씨,2020-11-12,장편,프랑스,175,98925000,11409,드라마,12세관람가,독립/예술영화,셀린 시아마
