,순번,영화명,네이버URL,이미지URL,제작연도,감독,출연,평점,연도
1508,3877,윌리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179719,https://ssl.pstatic.net/imgmovie/mdi/mit110/1797/179719_P00_150058.jpg,2018,"['유스리 압드 하림', '칼 멘데즈']","['허성재', '조연우', '방지원', '송영인', '신정훈', '박상우']",7.42,2018
1521,3903,엔들리스 러브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117881,https://ssl.pstatic.net/imgmovie/mdi/mit110/1178/117881_P06_165045.jpg,2014,['샤나 페스트'],"['알렉스 페티퍼', '라이스 웨이크필드', '가브리엘라 와일드']",7.64,2014
1525,3928,나쁜 교육,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39368,https://ssl.pstatic.net/imgmovie/mdi/mit110/0393/39368_P26_145001.jpg,2004,['페드로 알모도바르'],"['가엘 가르시아 베르날', '펠레 마르티네즈', '다니엘 기메네즈 카쵸', '루이스 호마르', '하비에 카마라']",8.45,2004
1528,3936,이브 생 로랑,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119457,https://ssl.pstatic.net/imgmovie/mdi/mit110/1194/119457_P12_114557.jpg,2014,['자릴 라스페르'],"['피에르 니네이', '샬롯 르 본', '기욤 갈리엔', '니콜라이 킨스키']",7.39,2014
1531,3937,잃어버린 세계를 찾아서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181692,https://ssl.pstatic.net/imgmovie/mdi/mit110/1816/181692_P23_180432.jpg,2019,['크리스 버틀러'],"['휴 잭맨', '조 샐다나', '자흐 갈리피아나키스', '엠마 톰슨']",8.36,2019
1534,3943,휘트니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174659,https://ssl.pstatic.net/imgmovie/mdi/mit110/1746/174659_P05_141333.jpg,2018,['캐빈 맥도널드'],['<b>휘트니</b> 휴스턴'],9.00,2018
1540,3976,팬데믹,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194766,https://ssl.pstatic.net/imgmovie/mdi/mit110/1947/194766_P09_103320.jpg,2020,['타카시 도셔'],"['프리다 핀토', '레슬리 오덤 주니어']",3.53,2020
1545,4008,첫눈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=63567,https://ssl.pstatic.net/imgmovie/mdi/mit110/0635/F3567-00.jpg,2007,['한상희'],"['이준기', '미야자키 아오이']",7.46,2007
1547,4009,파괴자들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92070,https://ssl.pstatic.net/imgmovie/mdi/mit110/0920/92070_P33_114938.jpg,2012,['올리버 스톤'],"['애런 존슨', '테일러 키취', '블레이크 라이블리', '존 트라볼타']",6.91,2012
1559,4020,엄마,https://movie.naver.com/movie/bi/mi/basic.nhn?code=214665,https://ssl.pstatic.net/imgmovie/mdi/mit110/2146/214665_P17_140143.jpg,2022,['아이리스 심'],"['산드라 오', '피벨 스튜어트']",3.97,2022
1563,4029,테이크다운,https://movie.naver.com/movie/bi/mi/basic.nhn?code=87032,https://ssl.pstatic.net/imgmovie/mdi/mit110/0870/87032_P18_103046.jpg,2013,['에란 크리비'],"['제임스 맥어보이', '마크 스트롱', '안드레아 라이즈보로', '데이비드 모리시']",5.63,2013
1575,4046,에코,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118368,https://ssl.pstatic.net/imgmovie/mdi/mit110/1183/118368_P28_112713.jpg,2014,['데이브 그린'],"['테오 할름', '아스트로', '리스 하트위그', '엘라 발슈테트']",7.25,2014
1579,4046,에코,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118368,https://ssl.pstatic.net/imgmovie/mdi/mit110/1183/118368_P28_112713.jpg,2014,['데이브 그린'],"['테오 할름', '아스트로', '리스 하트위그', '엘라 발슈테트']",7.25,2014
1591,4059,여행자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51049,https://ssl.pstatic.net/imgmovie/mdi/mit110/0510/51049_P40_165217.jpg,2009,['우니 르콩트'],"['김새론', '박도연', '고아성', '박명신']",8.94,2009
1593,4064,드라이브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=80466,https://ssl.pstatic.net/imgmovie/mdi/mit110/0804/80466_P37_111425.jpg,2011,['니콜라스 윈딩 레픈'],"['라이언 고슬링', '캐리 멀리건']",8.09,2011
1601,4077,그 후,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162956,https://ssl.pstatic.net/imgmovie/mdi/mit110/1629/162956_P06_173948.jpg,2017,['홍상수'],['권해효'],6.44,2017
1622,4140,혼스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90599,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90599_P30_102741.jpg,2014,['알렉산드르 아야'],"['다니엘 래드클리프', '주노 템플']",7.32,2014
1627,4148,터치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=86533,https://ssl.pstatic.net/imgmovie/mdi/mit110/0865/86533_P11_163807.jpg,2012,['민병훈'],"['김지영', '유준상']",6.81,2012
1633,4177,길,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158536,https://ssl.pstatic.net/imgmovie/mdi/mit110/1585/158536_P15_172328.jpg,2017,['정인봉'],"['김혜자', '송재호', '허진']",8.23,2017
1634,4180,프라이버시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=121769,,2014,['하기호'],,0.00,2014
1639,4183,매직 아워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49783,https://ssl.pstatic.net/imgmovie/mdi/mit110/0497/D9783-00.jpg,2008,['미타니 코키'],"['츠마부키 사토시', '아야세 하루카', '사토 코이치', '후카츠 에리', '니시다 토시유키']",8.44,2008
1669,4262,토일렛,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78198,https://ssl.pstatic.net/imgmovie/mdi/mit110/0781/78198_P05_102001.jpg,2010,['오기가미 나오코'],"['모타이 마사코', '알렉스 하우스', '데이빗 렌달', '타티아나 마슬라니']",7.83,2010
1682,4297,텐텐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47534,,2008,"['변영주', '헬렌 리', '임성민', '장희선', '이수연', '울리케 오팅거']","['박완서', '나문희', '이용수']",10.00,2008
1685,4303,런어웨이즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66361,https://ssl.pstatic.net/imgmovie/mdi/mit110/0663/66361_P46_135550.jpg,2010,['플로리아 시지스몬디'],"['크리스틴 스튜어트', '다코타 패닝']",7.16,2010
1686,4315,프렌드 존,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187548,https://ssl.pstatic.net/imgmovie/mdi/mit110/1875/187548_P16_110928.jpg,2019,['차야놉 분프라콥 '],"['핌차녹 류위셋파이분', '나팟 시앙솜분', '제이슨 영']",8.25,2019
1689,4319,로즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120795,https://ssl.pstatic.net/imgmovie/mdi/mit110/1207/120795_P26_105349.jpg,2017,['짐 쉐리단'],"['루니 마라', '잭 레이너']",8.12,2017
1705,4357,부활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194368,https://ssl.pstatic.net/imgmovie/mdi/mit110/1943/194368_P20_100828.jpg,2020,['구수환'],['이태석'],9.54,2020
1709,4357,부활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194368,https://ssl.pstatic.net/imgmovie/mdi/mit110/1943/194368_P20_100828.jpg,2020,['구수환'],['이태석'],9.54,2020
1713,4364,리틀 보이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129046,https://ssl.pstatic.net/imgmovie/mdi/mit110/1290/129046_P10_141523.jpg,2015,['알레한드로 몬테베르드'],"['에밀리 왓슨', '케빈 제임스', '데이빗 헨리', '제이콥 살바티', '캐리 히로유키 타카와', '마이클 래파포트', '톰 윌킨슨']",8.99,2015
1721,4401,보트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45920,https://ssl.pstatic.net/imgmovie/mdi/mit110/0459/D5920-01.jpg,2009,['김영남'],"['하정우', '츠마부키 사토시']",5.40,2009
1722,4411,헤이츠,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78958,https://ssl.pstatic.net/imgmovie/mdi/mit110/0789/78958_P22_162619.jpg,2012,['마크 톤더레이'],"['엘리자베스 슈', '맥스 티에리옷', '제니퍼 로렌스']",6.62,2012
1726,4417,나이팅게일,https://movie.naver.com/movie/bi/mi/basic.nhn?code=198830,https://ssl.pstatic.net/imgmovie/mdi/mit110/1988/198830_P01_170433.jpg,2020,['재스퍼 드 브루인'],,0.00,2020
1733,4432,용서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=79152,https://ssl.pstatic.net/imgmovie/mdi/mit110/0791/79152_P07_105821.jpg,2010,['김종철'],,9.04,2010
1739,4446,나이트폴,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93068,https://ssl.pstatic.net/imgmovie/mdi/mit110/0930/93068_P24_140414.jpg,2012,['주현량'],"['장가휘', '임달화']",8.06,2012
1743,4450,봄,https://movie.naver.com/movie/bi/mi/basic.nhn?code=112042,https://ssl.pstatic.net/imgmovie/mdi/mit110/1120/112042_P63_105830.jpg,2014,['조근현'],"['박용우', '김서형', '이유영']",8.74,2014
1746,4458,골!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44020,https://ssl.pstatic.net/imgmovie/mdi/mit110/0440/D4020-01.jpg,2005,['대니 캐논'],"['쿠노 벡커', '스티븐 딜레인', '알렉산드로 니볼라']",8.99,2005
1777,4557,숨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64922,https://ssl.pstatic.net/imgmovie/mdi/mit110/0649/F4922-00.jpg,2007,['김기덕'],"['장첸', '박지아', '하정우']",6.88,2007
1791,4583,고양이 춤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83883,https://ssl.pstatic.net/imgmovie/mdi/mit110/0838/83883_P28_110318.jpg,2011,['윤기형'],"['이용한', '윤기형', '길<b>고양이</b>들']",9.03,2011
1795,4596,갈매기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143388,https://ssl.pstatic.net/imgmovie/mdi/mit110/1433/143388_P14_113628.jpg,2018,['마이클 메이어'],"['시얼샤 로넌', '아네트 베닝', '빌리 하울', '코리 스톨']",8.03,2018
1799,4603,브리치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65217,https://ssl.pstatic.net/imgmovie/mdi/mit110/0652/65217_P36_164456.jpg,2007,['빌리 레이'],"['크리스 쿠퍼', '라이언 필립', '로라 리니']",6.88,2007
1803,4606,현기증,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113303,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113303_P34_142259.jpg,2014,['이돈구'],"['김영애', '도지원', '송일국', '김소은']",8.37,2014
1804,4622,퍼니셔,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38357,https://ssl.pstatic.net/imgmovie/mdi/mit110/0383/38357_P00_134510.jpg,2004,['조나단 헨슬레이'],"['토마스 제인', '존 트라볼타']",6.87,2004
1807,4624,"러브, 어게인",https://movie.naver.com/movie/bi/mi/basic.nhn?code=158630,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158630_P15_095336.JPG,2017,['핼리 메이어스-샤이어'],"['리즈 위더스푼', '마이클 쉰', '냇 울프', '피코 알렉산더', '존 루드니츠키']",7.10,2017
1808,4625,피그,https://movie.naver.com/movie/bi/mi/basic.nhn?code=221837,https://ssl.pstatic.net/imgmovie/mdi/mit110/2218/221837_P01_134627.jpg,2022,['요른 리우웨린크'],,0.00,2022
1830,4664,스피릿,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201798,https://ssl.pstatic.net/imgmovie/mdi/mit110/2017/201798_P00_150247.jpg,2021,['일레인 보겐'],"['줄리안 무어', '제이크 질렌할', '마르사이 마틴', '맥케나 그레이스', '이사벨라 모너']",7.71,2021
1836,4693,두 개의 사랑,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162869,https://ssl.pstatic.net/imgmovie/mdi/mit110/1628/162869_P10_105850.jpg,2017,['프랑소와 오종'],"['마린 백트', '제레미 레니에']",6.92,2017
1843,4715,나의 살던 고향은,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155541,https://ssl.pstatic.net/imgmovie/mdi/mit110/1555/155541_P15_094835.jpg,2016,['류종헌'],['김용옥'],8.95,2016
1848,4723,말리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91252,https://ssl.pstatic.net/imgmovie/mdi/mit110/0912/91252_P12_153617.jpg,2012,['캐빈 맥도널드'],"['밥 <b>말리</b>', '지기 <b>말리</b>', '지미 클리프']",8.85,2012
1853,4741,용서받지 못한 자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44111,https://ssl.pstatic.net/imgmovie/mdi/mit110/0441/D4111-01.jpg,2005,['윤종빈'],"['하정우', '서장원']",9.10,2005
1854,4751,라스트 키스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62738,https://ssl.pstatic.net/imgmovie/mdi/mit110/0627/62738_P24_153414.jpg,2006,['토니 골드윈'],"['잭 브라프', '재신다 바렛', '레이첼 빌슨', '에릭 크리스찬 올슨', '케이시 애플렉', '마이클 웨스톤']",7.74,2006
1867,4795,에이미,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136890,https://ssl.pstatic.net/imgmovie/mdi/mit110/1368/136890_P55_101317.jpg,2015,['아시프 카파디아'],"['<b>에이미</b> 와인하우스', '마크 론슨', '피트 도허티']",8.83,2015
1869,4808,일대일,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122139,https://ssl.pstatic.net/imgmovie/mdi/mit110/1221/122139_P12_132914.jpg,2014,['김기덕'],"['마동석', '김영민']",6.22,2014
1877,4817,폴라로이드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113302,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113302_P18_171613.jpg,2015,['주호성'],"['정재연', '김태용', '양범']",6.38,2015
1881,4817,폴라로이드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113302,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113302_P18_171613.jpg,2015,['주호성'],"['정재연', '김태용', '양범']",6.38,2015
1883,4824,사이렌,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44320,https://ssl.pstatic.net/imgmovie/mdi/mit110/0443/D4320-00.jpg,2006,['츠츠미 유키히코'],"['아베 히로시', '이치카와 유이']",5.92,2006
1885,4830,나의 어머니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118943,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118943_P16_175209.jpg,2015,['난니 모레티'],"['난니 모레티', '마거리타 부이', '존 터투로']",7.35,2015
